"","logFC","logCPM","F","PValue","diffexpressed"
"ENSG00000005073",-0.507422151560776,0.23267261543441,1.13826878438723,0.286832200431553,"NO"
"ENSG00000005075",-0.214809321088544,5.62823160408863,5.65522776512385,0.0179969254428473,"NO"
"ENSG00000005100",0.270283299171819,5.45853862203524,21.493789200133,5.19869821790035e-06,"NO"
"ENSG00000005108",0.21247240234776,5.22910292585594,1.71718185092845,0.191007091408744,"NO"
"ENSG00000005156",0.192521325238386,4.87244456406328,7.85153365780381,0.00539064209763105,"NO"
"ENSG00000005175",-0.393962825870157,4.69539083680167,51.3391622444969,5.4936696256978e-12,"NO"
"ENSG00000005187",-0.409166077965533,-1.1770385999875,11.873125052294,0.000646367350639829,"NO"
"ENSG00000005189",-0.000603483896050171,2.80749229594123,2.64525899161838e-05,0.995899572435177,"NO"
"ENSG00000005194",0.155752554187968,5.78652466029954,6.64623768545837,0.0103884572458541,"NO"
"ENSG00000005206",-0.145891641798097,5.80038771093537,1.46023705759433,0.22779516900394,"NO"
"ENSG00000005238",-0.195204254946617,5.31661668400865,7.9808399900973,0.00502770683287437,"NO"
